Year,State,Continuum of Care (CoC),CoC Name,CoC Award Amount,,,,,,
2017,PA,"Upper Darby, Chester, Haverford/Delaware County CoC",PA-502,4887497,,,,,,
2017,PA,"Wilkes-Barre, Hazleton/Luzerne County CoC",PA-503,4021709,,,,,,
2017,PA,"Lower Merion, Norristown, Abington/Montgomery County CoC",PA-504,2888253,,,,,,
2017,PA,Chester County CoC,PA-505,1626834,,,,,,
2017,PA,Reading/Berks County CoC,PA-506,2762261,,,,,,
2017,PA,Scranton/Lackawanna County CoC,PA-508,2683752,,,,,,
2017,PA,Eastern Pennsylvania CoC,PA-509,11585801,,,,,,
2017,PA,Lancaster City & County CoC,PA-510,2296691,,,,,,
2017,PA,"Bristol, Bensalem/Bucks County CoC",PA-511,1157695,,,,,,
2017,PA,York City & County CoC,PA-512,1223485,,,,,,
2017,PA,"Pittsburgh, McKeesport, Penn Hills/Allegheny County CoC",PA-600,17220390,,,,,,
2017,PA,Western Pennsylvania CoC,PA-601,9160668,,,,,,
2017,PA,Beaver County CoC,PA-603,1283884,,,,,,
2017,PA,Erie City & County CoC,PA-605,2133084,,,,,,
2017,PR,Puerto Rico Balance of Commonwealth CoC,PR-502,13097961,,,,,,
2017,PR,South-Southeast Puerto Rico CoC,PR-503,5515253,,,,,,
2017,RI,Rhode Island Statewide CoC,RI-500,5561271,,,,,,
2017,SC,Charleston/Low Country CoC,SC-500,1705708,,,,,,
2017,SC,"Greenville, Anderson, Spartanburg/Upstate CoC",SC-501,2820022,,,,,,
2017,SC,Columbia/Midlands CoC,SC-502,3101397,,,,,,
2017,SC,"Myrtle Beach, Sumter City & County CoC",SC-503,1946301,,,,,,
2017,SD,South Dakota Statewide CoC,SD-500,1241586,,,,,,
2017,TN,Chattanooga/Southeast Tennessee CoC,TN-500,2550503,,,,,,
2017,TN,Memphis/Shelby County CoC,TN-501,6557779,,,,,,
2017,TN,Knoxville/Knox County CoC,TN-502,1373859,,,,,,
2017,TN,Central Tennessee CoC,TN-503,1783153,,,,,,
2017,TN,Nashville-Davidson County CoC,TN-504,3107210,,,,,,
2017,TN,Upper Cumberland CoC,TN-506,713437,,,,,,
2017,TN,Jackson/West Tennessee CoC,TN-507,1467428,,,,,,
2017,TN,Appalachian Regional CoC,TN-509,1496330,,,,,,
2017,TN,Murfreesboro/Rutherford County CoC,TN-510,616756,,,,,,
2017,TN,"Morristown/Blount, Sevier, Campbell, Cocke Counties CoC",TN-512,485154,,,,,,
2017,TX,San Antonio/Bexar County CoC,TX-500,8867223,,,,,,
2017,TX,Austin/Travis County CoC,TX-503,5763762,,,,,,
2017,TX,"Dallas City & County, Irving CoC",TX-600,15725259,,,,,,
2017,TX,"Fort Worth, Arlington/Tarrant County CoC",TX-601,11923476,,,,,,
2017,TX,El Paso City & County CoC,TX-603,2474084,,,,,,
2017,TX,Waco/McLennan County CoC,TX-604,964841,,,,,,
2017,TX,Texas Balance of State CoC,TX-607,5854328,,,,,,
2017,TX,Amarillo CoC,TX-611,603751,,,,,,
2017,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",TX-624,306206,,,,,,
2017,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",TX-700,32456552,,,,,,
2017,TX,"Bryan, College Station/Brazos Valley CoC",TX-701,285591,,,,,,
2017,UT,Salt Lake City & County CoC,UT-500,7146067,,,,,,
2017,UT,Utah Balance of State CoC,UT-503,1858855,,,,,,
2017,UT,Provo/Mountainland CoC,UT-504,1059020,,,,,,
2017,VA,"Richmond/Henrico, Chesterfield, Hanover Counties CoC",VA-500,4495669,,,,,,
2017,VA,"Norfolk/Chesapeake, Suffolk, Isle of Wight, Southampton Counties CoC",VA-501,3770092,,,,,,
2017,VA,"Roanoke City & County, Salem CoC",VA-502,805322,,,,,,
2017,VA,Virginia Beach CoC,VA-503,1642276,,,,,,
2017,VA,Charlottesville CoC,VA-504,356702,,,,,,
2017,VA,"Newport News, Hampton/Virginia Peninsula CoC",VA-505,1955738,,,,,,
2017,VA,Portsmouth CoC,VA-507,1168615,,,,,,
2017,VA,Lynchburg CoC,VA-508,357393,,,,,,
2017,VA,"Harrisburg, Winchester/Western Virginia CoC",VA-513,362880,,,,,,
2017,VA,"Fredericksburg/Spotsylvania, Stafford Counties CoC",VA-514,298606,,,,,,
2017,VA,Virginia Balance of State CoC,VA-521,928840,,,,,,
2017,VA,Arlington County CoC,VA-600,2611996,,,,,,
2017,VA,Fairfax County CoC,VA-601,8744225,,,,,,
2017,VA,Loudoun County CoC,VA-602,177752,,,,,,
2017,VA,Alexandria CoC,VA-603,826462,,,,,,
2017,VA,Prince William County CoC,VA-604,552650,,,,,,
2017,VI,Virgin Islands CoC,VI-500,108794,,,,,,
2017,VT,Vermont Balance of State CoC,VT-500,3364072,,,,,,
2017,VT,Burlington/Chittenden County CoC,VT-501,1140058,,,,,,
2017,WA,Seattle/King County CoC,WA-500,34134466,,,,,,
2017,WA,Washington Balance of State CoC,WA-501,6904013,,,,,,
2017,WA,Spokane City & County CoC,WA-502,3675649,,,,,,
2017,WA,"Tacoma, Lakewood/Pierce County CoC",WA-503,3221135,,,,,,
2017,WA,Everett/Snohomish County CoC,WA-504,7823734,,,,,,
2017,WA,Vancouver/Clark County CoC,WA-508,1931121,,,,,,
2017,WI,Wisconsin Balance of State CoC,WI-500,8739231,,,,,,
2017,WI,Milwaukee City & County CoC,WI-501,10281986,,,,,,
2017,WI,Racine City & County CoC,WI-502,828832,,,,,,
2017,WI,Madison/Dane County CoC,WI-503,3129707,,,,,,
2017,WV,"Wheeling, Weirton Area CoC",WV-500,403829,,,,,,
2017,WV,"Huntington/Cabell, Wayne Counties CoC",WV-501,2366017,,,,,,
2017,WV,"Charleston/Kanawha, Putnam, Boone, Clay Counties CoC",WV-503,1135690,,,,,,
2017,WV,West Virginia Balance of State CoC,WV-508,4210305,,,,,,
2017,WY,Wyoming Statewide CoC,WY-500,264399,,,,,,
2018,AK,Anchorage CoC,AK-500,3112658,3763,695,0.184693064,454,437,0.962555066
2018,AK,Alaska Balance of State CoC,AK-501,812671,2236,499,0.223166369,196,185,0.943877551
2018,AL,"Birmingham/Jefferson, St. Clair, Shelby Counties CoC",AL-500,9482514,3225,597,0.185116279,1222,1182,0.967266776
2018,AL,Mobile City & County/Baldwin County CoC,AL-501,3811801,2311,540,0.23366508,176,171,0.971590909
2018,AL,Florence/Northwest Alabama CoC,AL-502,436218,53,45,0.849056604,14,6,0.428571429
2018,AL,Huntsville/North Alabama CoC,AL-503,664538,632,263,0.416139241,146,140,0.95890411
2018,AL,Montgomery City & County CoC,AL-504,1243676,1016,238,0.234251969,149,123,0.825503356
2018,AL,Tuscaloosa City & County CoC,AL-506,203299,7,1,0.142857143,0,0,NA
2018,AL,Alabama Balance of State CoC,AL-507,1185251,9,1,0.111111111,87,84,0.965517241
2018,AR,Little Rock/Central Arkansas CoC,AR-500,3142641,1281,614,0.479313037,560,539,0.9625
2018,AR,Fayetteville/Northwest Arkansas CoC,AR-501,356625,191,162,0.848167539,26,24,0.923076923
2018,AR,Arkansas  Balance of State  CoC,AR-503,377488,728,242,0.332417582,15,13,0.866666667
2018,AZ,Arizona Balance of State CoC,AZ-500,4028471,5083,2227,0.43812709,1054,1008,0.956356736
2018,AZ,Tucson/Pima County CoC,AZ-501,8584348,3853,1859,0.482481183,1045,945,0.90430622
2018,AZ,"Phoenix, Mesa/Maricopa County CoC",AZ-502,28016529,10447,4213,0.403273667,6518,6062,0.93003989
2018,CA,San Jose/Santa Clara City & County CoC,CA-500,26061937,5712,1723,0.301645658,1861,1826,0.981192907
2018,CA,San Francisco CoC,CA-501,44537520,1185,750,0.632911392,6954,6804,0.978429681
2018,CA,"Oakland, Berkeley/Alameda County CoC",CA-502,37648221,2454,1279,0.521189894,2735,2681,0.980255941
2018,CA,Sacramento City & County CoC,CA-503,20915190,5503,2244,0.407777576,2607,2547,0.97698504
2018,CA,"Santa Rosa, Petaluma/Sonoma County CoC",CA-504,3721504,2464,878,0.356331169,748,694,0.927807487
2018,CA,Richmond/Contra Costa County CoC,CA-505,15857604,2139,1102,0.515194016,888,859,0.967342342
2018,CA,"Salinas/Monterey, San Benito Counties CoC",CA-506,1840661,1318,523,0.396813354,73,71,0.97260274
2018,CA,Marin County CoC,CA-507,4496522,534,368,0.689138577,455,437,0.96043956
2018,CA,Watsonville/Santa Cruz City & County CoC,CA-508,2629841,1193,337,0.28248114,129,123,0.953488372
2018,CA,Mendocino County CoC,CA-509,1619702,454,92,0.202643172,302,283,0.937086093
2018,CA,"Turlock, Modesto/Stanislaus County CoC",CA-510,3399756,4963,1418,0.285714286,416,394,0.947115385
2018,CA,Stockton/San Joaquin County CoC,CA-511,4490004,8375,956,0.114149254,735,694,0.944217687
2018,CA,Daly/San Mateo County CoC,CA-512,12756571,2480,1092,0.440322581,654,645,0.986238532
2018,CA,"Visalia/Kings, Tulare Counties CoC",CA-513,2354941,1501,623,0.415056629,203,193,0.950738916
2018,CA,Fresno City & County/Madera County CoC,CA-514,10733261,1129,637,0.56421612,755,694,0.919205298
2018,CA,"Roseville, Rocklin/Placer County CoC",CA-515,1291551,734,322,0.438692098,159,153,0.962264151
2018,CA,"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",CA-516,354508,167,104,0.622754491,8,8,1
2018,CA,Napa City & County CoC,CA-517,739826,471,167,0.354564756,47,46,0.978723404
2018,CA,Vallejo/Solano County CoC,CA-518,1464224,546,295,0.54029304,290,276,0.951724138
2018,CA,"Chico, Paradise/Butte County CoC",CA-519,552718,802,208,0.259351621,345,326,0.944927536
2018,CA,Merced City & County CoC,CA-520,749892,469,73,0.15565032,70,70,1
2018,CA,"Davis, Woodland/Yolo County CoC",CA-521,481697,318,184,0.578616352,118,116,0.983050847
2018,CA,Humboldt County CoC,CA-522,861315,492,249,0.506097561,48,40,0.833333333
2018,CA,"Colusa, Glenn, Trinity Counties CoC",CA-523,6888,238,168,0.705882353,0,0,NA
2018,CA,Yuba City & County/Sutter County CoC,CA-524,15455,594,319,0.537037037,6,6,1
2018,CA,El Dorado County CoC,CA-525,20017,343,131,0.381924198,2,2,1
2018,CA,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",CA-526,406899,268,208,0.776119403,19,17,0.894736842
2018,CA,Tehama County CoC,CA-527,5902,308,113,0.366883117,0,0,NA
2018,CA,"Alpine, Inyo, Mono Counties CoC",CA-530,3134,157,64,0.407643312,0,0,NA
2018,CA,Nevada County CoC,CA-531,,304,113,0.371710526,22,19,0.863636364
2018,CA,Los Angeles City & County CoC,CA-600,123707061,22430,7041,0.313909942,14306,13777,0.963022508
2018,CA,San Diego City and County CoC,CA-601,21394691,7647,3347,0.437687982,4130,3891,0.942130751
2018,CA,"Santa Ana, Anaheim/Orange County CoC",CA-602,24073151,5159,2026,0.392711766,2668,2593,0.971889055
2018,CA,Santa Maria/Santa Barbara County CoC,CA-603,1995819,1954,737,0.377175026,297,286,0.962962963
2018,CA,Bakersfield/Kern County CoC,CA-604,5921458,2627,1356,0.51617815,1657,1611,0.972238986
2018,CA,Long Beach CoC,CA-606,8467853,984,541,0.549796748,1340,1204,0.898507463
2018,CA,Pasadena CoC,CA-607,3561687,689,190,0.275761974,392,375,0.956632653
2018,CA,Riverside City & County CoC,CA-608,10106803,4064,1572,0.386811024,1496,1417,0.947192513
2018,CA,San Bernardino City & County CoC,CA-609,10141456,5857,3408,0.58186785,1667,1616,0.969406119
2018,CA,"Oxnard, San Buenaventura/Ventura County CoC",CA-611,2290478,887,458,0.516347238,288,276,0.958333333
2018,CA,Glendale CoC,CA-612,2449400,169,69,0.408284024,120,117,0.975
2018,CA,Imperial County CoC,CA-613,183793,405,344,0.849382716,0,0,NA
2018,CA,San Luis Obispo County CoC,CA-614,979997,810,251,0.309876543,99,90,0.909090909
2018,CO,Colorado Balance of State CoC,CO-500,3082384,2412,1091,0.452321725,290,283,0.975862069
2018,CO,Metropolitan Denver CoC,CO-503,27195633,4516,1552,0.343666962,2831,2755,0.973154362
2018,CO,Colorado Springs/El Paso County CoC,CO-504,2407701,4018,714,0.177700348,621,564,0.90821256
2018,CO,"Fort Collins, Greeley, Loveland/Larimer, Weld Counties CoC",CO-505,,923,481,0.521126761,187,184,0.983957219
2018,CT,"Bridgeport, Stamford, Norwalk, Danbury/Fairfield County CoC",CT-503,11467362,1261,718,0.569389374,1997,1938,0.970455684
2018,CT,Connecticut Balance of State CoC,CT-505,37553278,4620,2215,0.479437229,4343,4261,0.981119042
2018,DC,District of Columbia CoC,DC-500,22720536,5277,3524,0.667803676,4400,4340,0.986363636
2018,DE,Delaware Statewide CoC,DE-500,8249505,2150,990,0.460465116,776,758,0.976804124
2018,FL,"Sarasota, Bradenton/Manatee, Sarasota Counties CoC",FL-500,,4391,1079,0.245729902,439,380,0.865603645
2018,FL,Tampa/Hillsborough County CoC,FL-501,6347400,3638,1841,0.506047279,1396,1303,0.933381089
2018,FL,"St. Petersburg, Clearwater, Largo/Pinellas County CoC",FL-502,4129427,7478,2488,0.332709281,1096,1023,0.933394161
2018,FL,"Lakeland, Winterhaven/Polk County CoC",FL-503,1974655,1852,531,0.286717063,134,127,0.947761194
2018,FL,"Deltona, Daytona Beach/Volusia, Flagler Counties CoC",FL-504,1420440,739,566,0.765899865,151,148,0.98013245
2018,FL,"Fort Walton Beach/Okaloosa, Walton Counties CoC",FL-505,676587,228,136,0.596491228,28,23,0.821428571
2018,FL,Tallahassee/Leon County CoC,FL-506,1451760,2506,820,0.327214685,421,397,0.942992874
2018,FL,"Orlando/Orange, Osceola, Seminole Counties CoC",FL-507,8069046,5640,2403,0.42606383,912,868,0.951754386
2018,FL,"Gainesville/Alachua, Putnam Counties CoC",FL-508,703177,1420,640,0.450704225,998,967,0.968937876
2018,FL,"Fort Pierce/St. Lucie, Indian River, Martin Counties CoC",FL-509,1710063,946,833,0.880549683,513,487,0.949317739
2018,FL,"Jacksonville-Duval, Clay Counties CoC",FL-510,4659124,2507,951,0.379337854,900,837,0.93
2018,FL,"Pensacola/Escambia, Santa Rosa Counties CoC",FL-511,815404,2125,646,0.304,40,31,0.775
2018,FL,St. Johns County CoC,FL-512,133307,739,261,0.353179973,11,11,1
2018,FL,"Palm Bay, Melbourne/Brevard County CoC",FL-513,742388,1158,777,0.670984456,158,153,0.96835443
2018,FL,Ocala/Marion County CoC,FL-514,292129,1608,463,0.287935323,23,12,0.52173913
2018,FL,"Panama City/Bay, Jackson Counties CoC",FL-515,53680,1078,229,0.212430427,55,55,1
2018,FL,"Hendry, Hardee, Highlands Counties CoC",FL-517,184256,63,36,0.571428571,15,13,0.866666667
2018,FL,"Columbia, Hamilton, Lafayette, Suwannee Counties CoC",FL-518,360919,474,246,0.518987342,14,13,0.928571429
2018,FL,Pasco County CoC,FL-519,911344,954,661,0.692872117,168,165,0.982142857
2018,FL,"Citrus, Hernando, Lake, Sumter Counties CoC",FL-520,428405,893,469,0.525195969,120,116,0.966666667
2018,FL,Miami-Dade County CoC,FL-600,31480996,6301,3518,0.558324076,3936,3878,0.985264228
2018,FL,Ft Lauderdale/Broward County CoC,FL-601,10201816,4565,2194,0.480613363,916,899,0.981441048
2018,FL,Punta Gorda/Charlotte County CoC,FL-602,258810,491,419,0.853360489,113,111,0.982300885
2018,FL,"Ft Myers, Cape Coral/Lee County CoC",FL-603,1835581,1017,397,0.390363815,150,134,0.893333333
2018,FL,Monroe County CoC,FL-604,491912,487,150,0.308008214,196,184,0.93877551
2018,FL,West Palm Beach/Palm Beach County CoC,FL-605,5795007,1499,1019,0.679786524,1114,1059,0.950628366
2018,FL,Naples/Collier County CoC,FL-606,297734,19,17,0.894736842,8,8,1
2018,GA,Atlanta CoC,GA-500,7533177,7313,2353,0.321755777,2576,2317,0.899456522
2018,GA,Georgia Balance of State CoC,GA-501,19242078,6637,4181,0.629953292,2979,2778,0.932527694
2018,GA,Fulton County CoC,GA-502,2497367,541,341,0.630314233,386,367,0.950777202
2018,GA,Athens-Clarke County CoC,GA-503,761981,528,223,0.422348485,137,120,0.875912409
2018,GA,Augusta-Richmond County CoC,GA-504,615226,1258,278,0.220985692,31,30,0.967741935
2018,GA,Columbus-Muscogee CoC,GA-505,1524407,653,342,0.5237366,206,172,0.834951456
2018,GA,Marietta/Cobb County CoC,GA-506,2301469,1493,707,0.473543202,143,131,0.916083916
2018,GA,Savannah/Chatham County CoC,GA-507,3450386,1187,357,0.300758214,622,610,0.980707395
2018,GA,DeKalb County CoC,GA-508,5144877,1463,1081,0.738892686,1955,1904,0.973913043
2018,GU,Guam CoC,GU-500,1136986,576,206,0.357638889,99,87,0.878787879
2018,HI,Hawaii Balance of State CoC,HI-500,2613196,1745,996,0.570773639,331,310,0.936555891
2018,HI,Honolulu City and County CoC,HI-501,9483399,3880,2308,0.594845361,1199,1132,0.9441201
2018,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,763143,253,187,0.739130435,6,6,1
2018,IA,Iowa Balance of State CoC,IA-501,5206206,5173,2669,0.515948193,239,225,0.941422594
2018,IA,Des Moines/Polk County CoC,IA-502,3537981,2899,808,0.278716799,745,692,0.92885906
2018,ID,Boise/Ada County CoC,ID-500,1073322,1252,300,0.239616613,310,306,0.987096774
2018,ID,Idaho Balance of State CoC,ID-501,3253348,1781,1189,0.667602471,559,485,0.867620751
2018,IL,McHenry County CoC,IL-500,948095,315,161,0.511111111,90,81,0.9
2018,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",IL-501,1524907,1534,409,0.266623207,551,513,0.931034483
2018,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,2321293,1123,520,0.463045414,161,157,0.97515528
2018,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,724099,426,143,0.335680751,51,43,0.843137255
2018,IL,Madison County CoC,IL-504,1841444,471,372,0.789808917,141,129,0.914893617
2018,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,4148711,1136,228,0.200704225,336,327,0.973214286
2018,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,1802286,1575,825,0.523809524,284,278,0.978873239
2018,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,3374043,467,321,0.687366167,320,298,0.93125
2018,IL,Chicago CoC,IL-510,73193688,12479,3038,0.243448994,6971,6839,0.98106441
2018,IL,Cook County CoC,IL-511,13107890,1974,645,0.32674772,1259,1229,0.976171565
2018,IL,Bloomington/Central Illinois CoC,IL-512,1056875,928,460,0.495689655,165,156,0.945454545
2018,IL,Springfield/Sangamon County CoC,IL-513,402569,1021,229,0.224289912,125,102,0.816
2018,IL,DuPage County CoC,IL-514,4880469,827,285,0.344619105,377,374,0.99204244
2018,IL,South Central Illinois CoC,IL-515,1047588,449,276,0.614699332,51,50,0.980392157
2018,IL,Decatur/Macon County CoC,IL-516,869672,244,99,0.405737705,118,111,0.940677966
2018,IL,"Aurora, Elgin/Kane County CoC",IL-517,1821498,1476,405,0.274390244,26,25,0.961538462
2018,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,740232,710,503,0.708450704,34,31,0.911764706
2018,IL,West Central Illinois CoC,IL-519,665749,435,218,0.501149425,51,48,0.941176471
2018,IL,Southern Illinois CoC,IL-520,1037157,734,296,0.403269755,62,59,0.951612903
2018,IN,Indiana Balance of State CoC,IN-502,17126143,7788,3537,0.454160247,2700,2550,0.944444444
2018,IN,Indianapolis CoC,IN-503,5575184,7113,1476,0.207507381,744,722,0.970430108
2018,KS,Wichita/Sedgwick County CoC,KS-502,2671577,2795,1018,0.364221825,567,532,0.938271605
2018,KS,Topeka/Shawnee County CoC,KS-503,1871426,87,78,0.896551724,515,502,0.974757282
2018,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,683573,228,161,0.706140351,31,31,1
2018,KS,Kansas Balance of State CoC,KS-507,2651388,1171,541,0.461998292,189,152,0.804232804
2018,KY,Kentucky Balance of State CoC,KY-500,9430594,3184,1736,0.545226131,936,899,0.960470085
2018,KY,Louisville-Jefferson County CoC,KY-501,9910618,4146,647,0.156054028,1606,1542,0.96014944
2018,KY,Lexington-Fayette County CoC,KY-502,1820160,3055,517,0.169230769,334,321,0.961077844
2018,LA,Lafayette/Acadiana CoC,LA-500,2840362,721,481,0.667128988,173,166,0.959537572
2018,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,4010367,1347,433,0.321455085,258,230,0.891472868
2018,LA,New Orleans/Jefferson Parish CoC,LA-503,21224142,1342,933,0.695230999,3271,3211,0.981656986
2018,LA,Monroe/Northeast Louisiana CoC,LA-505,1746290,330,298,0.903030303,63,62,0.984126984
2018,LA,Slidell/Southeast Louisiana CoC,LA-506,2492504,322,243,0.754658385,309,305,0.987055016
2018,LA,Alexandria/Central Louisiana CoC,LA-507,729971,426,331,0.776995305,58,56,0.965517241
2018,LA,Louisiana Balance of State CoC,LA-509,18368336,1166,591,0.506861063,179,172,0.960893855
2018,MA,Boston CoC,MA-500,29021101,5547,2273,0.409771047,3621,3265,0.901684618
2018,MA,Lynn CoC,MA-502,1908352,1,1,1,222,222,1
2018,MA,Cape Cod Islands CoC,MA-503,1852407,695,331,0.476258993,308,294,0.954545455
2018,MA,Springfield/Hampden County CoC,MA-504,4218711,3337,1553,0.465388073,653,602,0.921898928
2018,MA,New Bedford CoC,MA-505,1817917,698,316,0.452722063,294,277,0.942176871
2018,MA,Worcester City & County CoC,MA-506,6737485,2829,1073,0.379285967,861,818,0.950058072
2018,MA,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",MA-507,1805851,1222,370,0.302782324,312,291,0.932692308
2018,MA,Lowell CoC,MA-508,814459,995,415,0.417085427,115,109,0.947826087
2018,MA,Cambridge CoC,MA-509,4701678,1084,129,0.11900369,261,257,0.98467433
2018,MA,"Gloucester, Haverhill, Salem/Essex County CoC",MA-510,1816939,1587,583,0.367359798,421,416,0.988123515
2018,MA,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",MA-511,6670761,3790,2012,0.530870712,752,742,0.986702128
2018,MA,Fall River CoC,MA-515,1768888,554,181,0.326714801,28,26,0.928571429
2018,MA,Massachusetts Balance of State CoC,MA-516,12607536,3649,1420,0.389147712,807,772,0.956629492
2018,MA,Somerville CoC,MA-517,1960519,191,90,0.471204188,149,147,0.986577181
2018,MA,"Attleboro, Taunton/Bristol County CoC",MA-519,820990,312,158,0.506410256,43,43,1
2018,MD,Cumberland/Allegany County CoC,MD-500,668444,40,26,0.65,82,78,0.951219512
2018,MD,Baltimore CoC,MD-501,23391054,4516,1281,0.283658105,2424,2336,0.96369637
2018,MD,Harford County CoC,MD-502,928419,356,195,0.547752809,129,128,0.992248062
2018,MD,Annapolis/Anne Arundel County CoC,MD-503,2472691,769,308,0.400520156,322,310,0.962732919
2018,MD,Howard County CoC,MD-504,809573,330,156,0.472727273,135,132,0.977777778
2018,MD,Baltimore County CoC,MD-505,3004848,1688,1240,0.734597156,277,273,0.985559567
2018,MD,Carroll County CoC,MD-506,414519,350,172,0.491428571,46,43,0.934782609
2018,MD,Cecil County CoC,MD-507,255444,176,136,0.772727273,24,24,1
2018,MD,"Charles, Calvert, St.Mary's Counties CoC",MD-508,2923962,786,425,0.540712468,350,343,0.98
2018,MD,Frederick City & County CoC,MD-509,638037,181,100,0.552486188,47,45,0.957446809
2018,MD,Garrett County CoC,MD-510,244208,87,78,0.896551724,32,32,1
2018,MD,Mid-Shore Regional CoC,MD-511,746719,369,180,0.487804878,97,97,1
2018,MD,Hagerstown/Washington County CoC,MD-512,517913,225,178,0.791111111,93,88,0.946236559
2018,MD,"Wicomico, Somerset, Worcester Counties CoC",MD-513,1319789,1076,390,0.362453532,256,248,0.96875
2018,MD,Prince George's County CoC,MD-600,5817344,980,532,0.542857143,447,436,0.975391499
2018,MD,Montgomery County CoC,MD-601,9232284,1906,785,0.411857293,1530,1498,0.979084967
2018,ME,Maine Statewide CoC,ME-500,13091730,4958,2076,0.418717225,2437,2358,0.967583094
2018,MI,Michigan Balance of State CoC,MI-500,9280618,7485,4569,0.610420842,687,640,0.931586608
2018,MI,Detroit CoC,MI-501,26921844,6238,3058,0.490221225,2438,2377,0.974979491
2018,MI,"Dearborn, Dearborn Heights, Westland/Wayne County CoC",MI-502,4253480,431,277,0.642691415,420,420,1
2018,MI,"St. Clair Shores, Warren/Macomb County CoC",MI-503,1276212,1490,489,0.328187919,110,106,0.963636364
2018,MI,"Pontiac, Royal Oak/Oakland County CoC",MI-504,6256918,1513,1013,0.669530734,674,659,0.977744807
2018,MI,Flint/Genesee County CoC,MI-505,1959934,1466,649,0.442701228,287,272,0.947735192
2018,MI,"Grand Rapids, Wyoming/Kent County CoC",MI-506,6297388,3502,1273,0.363506568,823,801,0.97326853
2018,MI,"Portage, Kalamazoo City & County CoC",MI-507,1672455,885,569,0.642937853,1131,1101,0.973474801
2018,MI,"Lansing, East Lansing/Ingham County CoC",MI-508,2551336,2335,825,0.353319058,427,410,0.960187354
2018,MI,Washtenaw County CoC,MI-509,5973900,1094,571,0.521937843,390,376,0.964102564
2018,MI,Saginaw City & County CoC,MI-510,2039269,1303,636,0.488104375,245,240,0.979591837
2018,MI,Lenawee County CoC,MI-511,103083,411,88,0.214111922,7,7,1
2018,MI,"Grand Traverse, Antrim, Leelanau Counties CoC",MI-512,707619,455,191,0.41978022,228,224,0.98245614
2018,MI,"Marquette, Alger Counties CoC",MI-513,132120,265,180,0.679245283,41,37,0.902439024
2018,MI,Battle Creek/Calhoun County CoC,MI-514,304409,874,341,0.390160183,6,6,1
2018,MI,Monroe City & County CoC,MI-515,125684,811,333,0.410604192,27,25,0.925925926
2018,MI,"Norton Shores, Muskegon City & County CoC",MI-516,596662,1040,623,0.599038462,157,155,0.987261146
2018,MI,Jackson City & County CoC,MI-517,824043,658,282,0.428571429,96,90,0.9375
2018,MI,Livingston County CoC,MI-518,223694,366,116,0.316939891,19,18,0.947368421
2018,MI,Holland/Ottawa County CoC,MI-519,1160414,996,480,0.481927711,114,107,0.938596491
2018,MI,Eaton County CoC,MI-523,994002,407,325,0.798525799,69,69,1
2018,MN,Minneapolis/Hennepin County CoC,MN-500,12955703,6377,1382,0.216716324,5895,5491,0.931467345
2018,MN,Saint Paul/Ramsey County CoC,MN-501,6994909,2174,491,0.225850966,2592,2439,0.940972222
2018,MN,Rochester/Southeast Minnesota CoC,MN-502,2230636,901,509,0.564927858,778,712,0.915167095
2018,MN,"Dakota, Anoka, Washington, Scott, Carver Counties",MN-503,3868141,1108,435,0.392599278,919,846,0.920565832
2018,MN,Northeast Minnesota CoC,MN-504,460318,347,212,0.610951009,176,165,0.9375
2018,MN,St. Cloud/Central Minnesota CoC,MN-505,1585286,1709,781,0.456992393,538,493,0.916356877
2018,MN,Northwest Minnesota CoC,MN-506,736023,810,409,0.504938272,547,449,0.820840951
2018,MN,Moorhead/West Central Minnesota CoC,MN-508,863442,908,367,0.404185022,693,640,0.923520924
2018,MN,Duluth/St.Louis County CoC,MN-509,3277549,1205,445,0.369294606,908,827,0.910792952
2018,MN,Southwest Minnesota CoC,MN-511,1106623,483,368,0.761904762,225,204,0.906666667
2018,MO,St. Louis County CoC,MO-500,2053080,1225,601,0.490612245,408,391,0.958333333
2018,MO,St.Louis City CoC,MO-501,12494002,2462,916,0.37205524,1772,1725,0.973476298
2018,MO,"St. Charles City & County, Lincoln, Warren Counties CoC",MO-503,381847,474,237,0.5,70,67,0.957142857
2018,MO,"Springfield/Greene, Christian, Webster Counties CoC",MO-600,1073726,928,378,0.407327586,143,132,0.923076923
2018,MO,"Joplin/Jasper, Newton Counties CoC",MO-602,625968,309,234,0.757281553,136,130,0.955882353
